date_utc	phase	slurm_job	account	partition_qos	nodes	gpus	elapsed_s	gpu_hours	cpu_core_hours	state	purpose
2026-09-25T07:29:11Z	V1	58856641	m3246_g	gpu_ss11/gpu_debug	1	4	1700	1.889	60.444	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T07:29:11Z	V1	58856642	m3246_g	gpu_ss11/gpu_debug	1	4	1700	1.889	60.444	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T07:59:11Z	V1	58857287	m3246_g	gpu_ss11/gpu_debug	1	4	1705	1.894	60.622	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T07:59:11Z	V1	58857288	m3246_g	gpu_ss11/gpu_debug	1	4	1692	1.880	60.160	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T08:28:36Z	V1	58857916	m3246_g	gpu_ss11/gpu_debug	1	4	1697	1.886	60.338	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T08:28:36Z	V1	58857917	m3246_g	gpu_ss11/gpu_debug	1	4	1700	1.889	60.444	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T08:57:56Z	V1	58858794	m3246_g	gpu_ss11/gpu_debug	1	4	1701	1.890	60.480	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T08:57:56Z	V1	58858795	m3246_g	gpu_ss11/gpu_debug	1	4	1703	1.892	60.551	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T09:28:12Z	V1	58859442	m3246_g	gpu_ss11/gpu_debug	1	4	1696	1.884	60.302	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T09:28:12Z	V1	58859443	m3246_g	gpu_ss11/gpu_debug	1	4	1734	1.927	61.653	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T09:58:34Z	V1	58860160	m3246_g	gpu_ss11/gpu_debug	1	4	1690	1.878	60.089	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T10:01:28Z	V1	58860161	m3246_g	gpu_ss11/gpu_debug	1	4	1676	1.862	59.591	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T10:29:52Z	V1	58860857	m3246_g	gpu_ss11/gpu_debug	1	4	1660	1.844	59.022	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T10:31:19Z	V1	58860921	m3246_g	gpu_ss11/gpu_debug	1	4	1644	1.827	58.453	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:00:40Z	V1	58861497	m3246_g	gpu_ss11/gpu_debug	1	4	1693	1.881	60.196	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:00:40Z	V1	58861525	m3246_g	gpu_ss11/gpu_debug	1	4	1601	1.779	56.924	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:27:52Z	V1	58861940	m3246_g	gpu_ss11/gpu_debug	1	4	1598	1.776	56.818	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:30:24Z	V1	58861937	m3246_g	gpu_ss11/gpu_debug	1	4	1700	1.889	60.444	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:55:25Z	V1	58862294	m3246_g	gpu_ss11/gpu_debug	1	4	1612	1.791	57.316	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T11:59:50Z	V1	58862319	m3246_g	gpu_ss11/gpu_debug	1	4	1689	1.877	60.053	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:16:21Z	V1	58816005	m3246_g	shared_gpu_ss11/gpu_shared	1	1	6	0.002	0.053	COMPLETED	confirmatory single-run copy (gpu_shared race copy of a chain row)
2026-09-25T12:24:00Z	V1	58862618	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:25:14Z	V1	58863214	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:27:59Z	V1	58863230	m3246_g	gpu_ss11/gpu_debug	1	4	896	0.996	31.858	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:29:10Z	V1	58862666	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:30:26Z	V1	58863348	m3246_g	gpu_ss11/gpu_debug	1	4	20	0.022	0.711	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:31:46Z	V1	58863383	m3246_g	gpu_ss11/gpu_debug	1	4	15	0.017	0.533	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:33:00Z	V1	58863473	m3246_g	gpu_ss11/gpu_debug	1	4	11	0.012	0.391	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:34:08Z	V1	58863497	m3246_g	gpu_ss11/gpu_debug	1	4	13	0.014	0.462	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:35:34Z	V1	58863512	m3246_g	gpu_ss11/gpu_debug	1	4	19	0.021	0.676	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:36:52Z	V1	58863529	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:38:10Z	V1	58863549	m3246_g	gpu_ss11/gpu_debug	1	4	14	0.016	0.498	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:39:23Z	V1	58863575	m3246_g	gpu_ss11/gpu_debug	1	4	17	0.019	0.604	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:40:42Z	V1	58863597	m3246_g	gpu_ss11/gpu_debug	1	4	13	0.014	0.462	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:42:01Z	V1	58863619	m3246_g	gpu_ss11/gpu_debug	1	4	15	0.017	0.533	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
2026-09-25T12:43:14Z	V1	58863652	m3246_g	gpu_ss11/gpu_debug	1	4	11	0.012	0.391	COMPLETED	confirmatory run chain (PILOT/FINAL/STRESS; stage per job in <stage>/submissions.txt)
